"","Intercept","Competitive.rescale","Complexity.rescale","CWMBranching.rescale","CWMBrooding.rescale","CWMFecundity.rescale","CWMMaxsize.rescale","Depth_m.rescale","Generalist.rescale","Habitat","Management","no_genera.rescale","Rao.rescale","StressTolerant.rescale","Weedy.rescale","df","logLik","AICc","delta","weight"
"4419",2.87499406256227,NA,0.280898435074459,NA,NA,NA,NA,0.467972606842629,NA,"+",NA,NA,NA,0.00768111171763419,NA,11,-46.5260418272748,116.872773309722,8.06127035945264,0.00204892035961099
"519",2.45031317387009,NA,0.193897857559507,0.0307132469494196,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,9,-48.8448725890855,116.914234974089,8.10273202382002,0.00200688178831802
"523",2.44691996421771,NA,0.193138160413092,NA,-0.0389550027934773,NA,NA,NA,NA,NA,"+",NA,NA,NA,NA,9,-48.8485814714638,116.921652738846,8.11014978857675,0.00199945228590971
"1795",2.59525682875254,NA,0.275103038045205,NA,NA,NA,NA,NA,NA,"+","+",-0.0128553351128957,NA,NA,NA,11,-46.5528343677678,116.926358390708,8.1148554404387,0.00199475345265968
"1347",2.87591603532433,NA,0.29468317799351,NA,NA,NA,NA,0.483065442684703,NA,"+",NA,-0.0119705461176148,NA,NA,NA,11,-46.5532421240989,116.92717390337,8.1156709531009,0.0019939402451169
"833",2.81320135737328,NA,NA,NA,NA,NA,NA,0.472730011616072,NA,"+","+",NA,NA,NA,NA,10,-47.7436974203867,116.994244155842,8.18274120557265,0.0019281819757778
"547",2.44627664747893,NA,0.190738093654077,NA,NA,NA,0.0476738142717336,NA,NA,NA,"+",NA,NA,NA,NA,9,-48.8895116206044,117.003513037127,8.19201008685793,0.00191926660569662
"8707",2.44716865756413,NA,0.208407412970939,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,-0.0330845565042742,9,-48.9447271445644,117.113944085047,8.30244113477791,0.00181616586781112
"35",2.50731827907029,NA,0.201872609358953,NA,NA,NA,0.038248111355847,NA,NA,NA,NA,NA,NA,NA,NA,8,-50.0810464370118,117.135065846996,8.32356289672721,0.00179708648114693
"4611",2.44653941544918,NA,0.206137706339706,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,-0.0334563385455105,NA,9,-48.9674609325122,117.159411660943,8.34790871067351,0.0017753433218077
"8195",2.50803576890285,NA,0.214479153604054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0245969616009506,8,-50.103365939948,117.179704852869,8.36820190259972,0.00175742071093697
"643",2.44796953122824,NA,0.180923090406807,NA,NA,NA,NA,NA,0.0119051195456265,NA,"+",NA,NA,NA,NA,9,-48.9831869739092,117.190863743737,8.37936079346748,0.00174764258161169
"641",2.48072086558687,NA,NA,NA,NA,NA,NA,NA,0.0822331064779647,NA,"+",NA,NA,NA,NA,8,-50.1167442116102,117.206461396193,8.39495844592405,0.00173406603020349
"4099",2.50794278705541,NA,0.211635612721412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023131596654928,NA,8,-50.1615169741544,117.296006921282,8.48450397101244,0.00165813950680243
"2052",2.49769601660369,0.0608891072438332,0.211794674900835,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0771108855331952,NA,NA,9,-49.1006823526439,117.425854501206,8.61435155093695,0.00155390700036396
"36",2.5187957763969,0.167626185832068,0.168882266737121,NA,NA,NA,-0.0870612812536847,NA,NA,NA,NA,NA,NA,NA,NA,9,-49.1610627662512,117.546615328421,8.7351123781515,0.00146285790451687
"2083",2.4826566997643,NA,0.233003123682268,NA,NA,NA,-0.0650720675625633,NA,NA,NA,NA,NA,-0.155534503112035,NA,NA,9,-49.1616282926049,117.547746381128,8.73624343085881,0.00146203085370177
"34",2.56270757139309,0.203109118521083,NA,NA,NA,NA,-0.142586269834811,NA,NA,NA,NA,NA,NA,NA,NA,8,-50.313035436296,117.599043845565,8.78754089529572,0.00142500843449881
"769",2.59802133103693,NA,NA,NA,NA,NA,NA,NA,NA,"+","+",NA,NA,NA,NA,9,-49.1949365917473,117.614362979413,8.80286002914364,0.00141413518238881
"1219",2.50799653263669,NA,0.290982290617622,NA,NA,NA,NA,-0.162739990115268,0.149008959292229,NA,NA,-0.109897821427146,NA,NA,NA,10,-48.0670753558148,117.641000026698,8.82949707642882,0.00139542585638769
"130",2.53488696777697,0.122395218378103,NA,NA,NA,NA,NA,NA,0.108503399376199,NA,NA,NA,NA,NA,NA,8,-50.3707681268495,117.714509226672,8.90300627640273,0.00134506863581311
"2179",2.48231294756662,NA,0.20626044398025,NA,NA,NA,NA,NA,0.0482905043965053,NA,NA,NA,-0.12380072826959,NA,NA,9,-49.2685332614004,117.761556318719,8.95005336844982,0.00131379710254387
"2059",2.48607142068665,NA,0.228209287199881,NA,0.0315989055191227,NA,NA,NA,NA,NA,NA,NA,-0.134569331688577,NA,NA,9,-49.4036393932816,118.031768582482,9.22026563221227,0.0011477636124464
"2561",2.4863012296247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,-0.05792771978369,NA,NA,8,-50.5761364456029,118.125245864179,9.31374291390956,0.00109535304118143
